日期,Close,Open,High,Low,Volume,涨跌幅,涨跌情况（1为涨、0为跌）
2024/6/6,144.9,146.01,146.62,144.06,12.73,-0.59%,0
2024/6/7,142.34,145.5,145.55,141.9,15.87,-1.77%,0
2024/6/11,138.48,141.4,141.4,138,20.67,-2.71%,0
2024/6/12,137.9,138.1,139.83,137.55,15.45,-0.42%,0
2024/6/13,134.56,137.89,138.1,134.44,24.36,-2.42%,0
2024/6/14,135.68,134.2,135.7,132.09,28.72,0.83%,1
2024/6/17,135.73,134.4,136.16,131.3,24.63,0.04%,1
2024/6/18,133.89,135,137.34,133.42,20.3,-1.36%,0
2024/6/19,134.22,134.18,135.3,132.83,13.7,0.25%,1
2024/6/20,132.2,134.1,135.07,132.18,12.62,-1.50%,0
2024/6/21,130.2,132.01,132.86,128.8,21.39,-1.51%,0
2024/6/24,131.03,126.02,132.67,125.6,23.92,0.64%,1
2024/6/25,131.51,131.8,133.29,130.6,17.72,0.37%,1
2024/6/26,131.3,130.4,132.18,130.35,10.22,-0.16%,0
2024/6/27,129.65,131.33,131.37,128.72,12.26,-1.26%,0
2024/6/28,128.04,128.99,130.49,127.56,15.69,-1.24%,0
2024/7/1,128.3,128.2,129.16,126,15.43,0.20%,1
2024/7/2,131.56,127.7,132.68,127.5,24.75,2.54%,1
2024/7/3,131,131.56,132.7,130.1,12.43,-0.43%,0
2024/7/4,130.59,131,132.4,130.03,10.05,-0.31%,0
2024/7/5,128.95,130.59,131.97,128.14,13.94,-1.26%,0
2024/7/8,125.91,128.98,129.2,125.22,20.75,-2.36%,0
2024/7/9,127.07,125.91,128.2,125.18,19.54,0.92%,1
2024/7/10,126.54,126.5,128.46,126.18,15.46,-0.42%,0
2024/7/11,130.48,127.5,131.5,127.17,25.78,3.11%,1
2024/7/12,127.4,126.68,127.79,125.65,18.94,-2.36%,0
2024/7/15,127.5,127,129.36,126.58,11.97,0.08%,1
2024/7/16,127.48,126.73,128.1,125.8,15.47,-0.02%,0
2024/7/17,130.76,127,130.99,126.37,22.88,2.57%,1
2024/7/18,131.1,130.04,133,130.03,18.59,0.26%,1
2024/7/19,133.42,130.68,133.49,129.78,19.02,1.77%,1
2024/7/22,131.22,133.4,133.95,131,15.64,-1.65%,0
2024/7/23,126.8,131.01,131.51,126.8,19.76,-3.37%,0
2024/7/24,126.06,126.58,127.7,125.5,14.36,-0.58%,0
2024/7/25,125.78,125.1,126.66,125.1,11.81,-0.22%,0
2024/7/26,126.2,126,127.38,125.1,11.42,0.33%,1
2024/7/29,124.1,126,126.7,124.1,13.94,-1.66%,0
2024/7/30,123.29,123,124.3,121.48,20.73,-0.65%,0
2024/7/31,126.86,122.68,128.18,122.66,26.06,2.90%,1
2024/8/1,124,126.87,126.95,123.88,17.47,-2.25%,0
2024/8/2,123.7,123,124.52,122.88,9.95,-0.24%,0
2024/8/5,126,123.7,128,123.6,24.19,1.86%,1
2024/8/6,125.9,126.52,128,125.38,15.35,-0.08%,0
2024/8/7,127,126,127.58,125.3,13.26,0.87%,1
2024/8/8,128.35,126.48,129.67,125.95,20.01,1.06%,1
2024/8/9,128.08,129.5,130,127.74,15.85,-0.21%,0
2024/8/12,127.71,127.5,128.49,127.12,7.31,-0.29%,0
2024/8/13,125.6,127.59,127.96,125.12,12.45,-1.65%,0
2024/8/14,124.33,125.5,125.59,123.89,9.49,-1.01%,0
2024/8/15,124.95,124.02,126.15,123.86,11.16,0.50%,1
2024/8/16,125.01,124.5,125.37,123.58,9.73,0.05%,1
2024/8/19,123.95,125,127,123.9,13.88,-0.85%,0
2024/8/20,123.15,123.95,124,122.66,10.99,-0.65%,0
2024/8/21,122.2,122.8,123.14,122.1,9.71,-0.77%,0
2024/8/22,120.99,122.21,122.39,119.96,18.53,-0.99%,0
2024/8/23,121.11,120.6,122.1,120.52,8.9,0.10%,1
2024/8/26,118.12,120.98,121.87,118.04,20.4,-2.47%,0
2024/8/27,117.7,117.7,118.2,115.55,15.66,-0.36%,0
2024/8/28,114,117,117,112.92,24.73,-3.14%,0
2024/8/29,118.78,115.5,120.29,115.13,30.03,4.19%,1
2024/8/30,123.03,118,124.66,116.78,33.78,3.58%,1
2024/9/2,119,122,122.31,119,17.76,-3.28%,0
2024/9/3,120.32,119.08,121.47,119,12.8,1.11%,1
2024/9/4,119.11,119.33,120.8,119.03,8.47,-1.01%,0
2024/9/5,119.55,119.1,119.88,118.5,8.28,0.37%,1
2024/9/6,117.53,119.5,119.5,117.5,7.77,-1.69%,0
2024/9/9,116.22,116.9,117.49,115.52,11.16,-1.11%,0
2024/9/10,116.43,116.22,118.26,115.9,10.61,0.18%,1
2024/9/11,116.01,115.8,117.07,115,7.66,-0.36%,0
2024/9/12,113.36,116,116.38,113.36,16.98,-2.28%,0
2024/9/13,109.2,113.3,113.3,109.2,31.15,-3.67%,0
2024/9/18,107.69,108.25,109.57,107.21,17.76,-1.38%,0
2024/9/19,110.9,107.73,112.86,106.33,31.82,2.98%,1
2024/9/20,110.28,110.13,110.85,108.6,19.67,-0.56%,0
2024/9/23,112.29,110.91,113.79,110.4,20.37,1.82%,1
2024/9/24,120.36,114.9,120.4,113.51,47.35,7.19%,1
2024/9/25,122.1,123.6,125.62,121.88,41.72,1.45%,1
